text,category,location_label,location_mention,source,severity,sentiment
Alert: Drinking water smells bad in Nandesari GIDC. #Vadodara #VMC,water,Nandesari,Nandesari GIDC,Social Media,Medium,Negative
Water is not draining in Sama Savli Road.,flooding,Sama,Sama Savli Road,Official App,High,Negative
Alert: Sweepers not coming to Shreyas School regularly. Very dangerous situation.,garbage,Manjalpur,Shreyas School,WhatsApp,Low,Negative
Alert: Frequent power cuts in Raopura Tower since yesterday. Authorities please take note.,electricity,Raopura,Raopura Tower,WhatsApp,Medium,Negative
Please check: Cleaning not done in Uma Char Rasta society. Calling municipal corporation.,garbage,Waghodia Road,Uma Char Rasta,WhatsApp,Medium,Negative
No electricity in Nandesari for 4 hours.,electricity,Nandesari,Nandesari,News Headline,Medium,Negative
Help needed: Alkapuri Club is completely submerged. #Vadodara #VMC,flooding,Alkapuri,Alkapuri Club,Social Media,High,Negative
Huge traffic jam at Ajwa Road.,traffic,Ajwa Road,Ajwa Road,Official App,Medium,Negative
Urgent: Drainage overflow causing water to unexpected levels in Cow Circle. It is very annoying.,flooding,Akota,Cow Circle,Social Media,High,Negative
Low pressure water in Akota Bridge.,water,Akota,Akota Bridge,Official App,Medium,Negative
Stray animal menace in Kala Ghoda.,other,Kala Ghoda,Kala Ghoda,News Headline,Medium,Negative
Action required: Stray cattle blocking traffic at Mental Hospital. Authorities please take note.,other,Karelibaug,Mental Hospital,Social Media,Medium,Negative
Bus hit a divider in Dandia Bazar.,accident,Raopura,Dandia Bazar,News Headline,High,Negative
Pedestrian hit by a speeding car in Bright School.,accident,Karelibaug,Bright School,Official App,High,Negative
Alert: Stray animal menace in Sama Savli Road. Authorities please take note.,other,Sama,Sama Savli Road,WhatsApp,Medium,Negative
Unknown person loitering suspiciously in Tandalja Road.,other,Vasna Road,Tandalja Road,Official App,Low,Negative
Yellow water coming from tap in Subhanpura Wadi.,water,Subhanpura,Subhanpura Wadi,News Headline,Medium,Negative
Cars parked illegally on Mandvi road causing jam.,traffic,Mandvi,Mandvi,Official App,Medium,Negative
Please check: Frequent power cuts in Nyay Mandir since yesterday. VMC please help.,electricity,Nyay Mandir,Nyay Mandir,Social Media,Medium,Negative
Complaint: Blinkering street lights at Saffron Tower crossroad. #Vadodara #VMC,electricity,Fatehgunj,Saffron Tower,WhatsApp,Medium,Negative
Barish ka paani Jubilee Baug me bhar gaya hai.,flooding,Raopura,Jubilee Baug,Official App,High,Negative
Cars parked illegally on Concorde Building road causing jam. Please resolve asap.,traffic,Alkapuri,Concorde Building,WhatsApp,Medium,Negative
Help needed: Dustbins are overflowing at Raopura Tower. Very dangerous situation.,garbage,Raopura,Raopura Tower,WhatsApp,High,Negative
Drinking water smells bad in Central Library. It is very annoying.,water,Mandvi,Central Library,Social Media,Medium,Negative
Complaint: Drinking water smells bad in Novino Battery. Authorities please take note.,water,Makarpura,Novino Battery,WhatsApp,Medium,Negative
Water is not draining in Gorwa.,flooding,Gorwa,Gorwa,News Headline,High,Negative
Complaint: Terrible accident on Gorwa BIDC main road. Please resolve asap.,accident,Gorwa,Gorwa BIDC,WhatsApp,High,Negative
Pile of trash blocking the footpath in Eva Mall.,garbage,Manjalpur,Eva Mall,Official App,Medium,Negative
Heavy rain predicted for ONGC Main Gate this evening.,weather,Tarsali,ONGC Main Gate,Official App,Low,Neutral
Please check: Barish ka paani Bahucharaji Road me bhar gaya hai. Very dangerous situation.,flooding,Karelibaug,Bahucharaji Road,Social Media,High,Negative
Help needed: Terrible accident on Tarsali main road. VMC please help.,accident,Tarsali,Tarsali,Social Media,High,Negative
Urgent: Contaminated water supply in Harni Airport. Please resolve asap.,water,Harni,Harni Airport,Social Media,High,Negative
Too many stray dogs in Raopura attacking people. Please resolve asap.,other,Raopura,Raopura,Social Media,Medium,Negative
Alert: Bus hit a divider in Raopura Tower. Please resolve asap.,accident,Raopura,Raopura Tower,Social Media,High,Negative
Action required: Yellow water coming from tap in Iskcon Temple. #Vadodara #VMC,water,Gotri,Iskcon Temple,Social Media,Medium,Negative
Urgent: Water pipeline leakage near Ajwa Chokdi. VMC please help.,water,Ajwa Road,Ajwa Chokdi,WhatsApp,High,Negative
"Please check: Heatwave alert for Madhuban Circle, stay indoors. Authorities please take note.",weather,Gorwa,Madhuban Circle,Social Media,Medium,Negative
Pedestrian hit by a speeding car in Central Library.,accident,Mandvi,Central Library,Official App,High,Negative
Wrong side driving is rampant in Parivar Char Rasta.,traffic,Waghodia Road,Parivar Char Rasta,News Headline,Medium,Negative
Action required: Yellow water coming from tap in Sarabhai Compound. #Vadodara #VMC,water,Kala Ghoda,Sarabhai Compound,WhatsApp,Medium,Negative
Report: No water supply in Susen Tarsali Ring Road since morning.,water,Makarpura,Susen Tarsali Ring Road,Social Media,High,Negative
Stray cattle blocking traffic at Sama. Calling municipal corporation.,other,Sama,Sama,Social Media,Medium,Negative
Report: Sweepers not coming to Ajwa Road regularly. Calling municipal corporation.,garbage,Ajwa Road,Ajwa Road,Social Media,Low,Negative
"Knee deep water in Tarsali, please help.",flooding,Tarsali,Tarsali,News Headline,High,Negative
Alert: Tree fallen on road in Akota Bridge. #Vadodara #VMC,other,Akota,Akota Bridge,WhatsApp,Medium,Negative
Action required: Electric pole looking dangerous in Eva Mall. VMC please help.,electricity,Manjalpur,Eva Mall,Social Media,High,Negative
Complaint: Barish ka paani ONGC Main Gate me bhar gaya hai. #Vadodara #VMC,flooding,Tarsali,ONGC Main Gate,WhatsApp,High,Negative
Action required: Cars parked illegally on ONGC Main Gate road causing jam. Very dangerous situation.,traffic,Tarsali,ONGC Main Gate,WhatsApp,High,Negative
Street lights not working in Mandvi Gate.,electricity,Mandvi,Mandvi Gate,News Headline,Medium,Negative
Please check: Loudspeaker noise disturbing residents in Cow Circle. #Vadodara #VMC,other,Akota,Cow Circle,Social Media,Low,Negative
Bahut traffic hai Subhanpura Wadi par.,traffic,Subhanpura,Subhanpura Wadi,Official App,Medium,Negative
Please check: Loudspeaker noise disturbing residents in Subhanpura Wadi. It's been a week.,other,Subhanpura,Subhanpura Wadi,WhatsApp,Low,Negative
Kachra pada hai Harni Warasia Ring Road road pe. Please resolve asap.,garbage,Harni,Harni Warasia Ring Road,Social Media,Medium,Negative
Action required: Tree fallen on road in Sayajipura.,other,Ajwa Road,Sayajipura,Social Media,Medium,Negative
"Knee deep water in Kothi Kacheri, please help.",flooding,Raopura,Kothi Kacheri,Official App,High,Negative
Report: Barish ka paani Railway Station me bhar gaya hai. Calling municipal corporation.,flooding,Sayajigunj,Railway Station,WhatsApp,High,Negative
Urgent: Bike slipped due to oil spill near Raopura.,accident,Raopura,Raopura,Social Media,High,Negative
Help needed: Huge traffic jam at ITI Gorwa. Calling municipal corporation.,traffic,Gorwa,ITI Gorwa,Social Media,Medium,Negative
"Andhera hai Mandvi me, lights fix karo. It is very annoying.",electricity,Mandvi,Mandvi,Social Media,Medium,Negative
Contaminated water supply in Fatehgunj. It's been a week.,water,Fatehgunj,Fatehgunj,WhatsApp,High,Negative
Nyay Mandir is completely dark at night. #Vadodara #VMC,electricity,Nyay Mandir,Nyay Mandir,WhatsApp,High,Negative
Please check: Low pressure water in Bright School Vasna. It is very annoying.,water,Vasna Road,Bright School Vasna,Social Media,Medium,Negative
Complaint: No electricity in Sarabhai Compound for 4 hours. Very dangerous situation.,electricity,Kala Ghoda,Sarabhai Compound,Social Media,High,Negative
Unseasonal rain in Alkapuri Club.,weather,Alkapuri,Alkapuri Club,Official App,Low,Neutral
Complaint: Garbage not collected in RC Dutt Road for 3 days. Calling municipal corporation.,garbage,Alkapuri,RC Dutt Road,Social Media,Medium,Negative
Complaint: Heavy rain predicted for High Tension Road this evening. VMC please help.,weather,Subhanpura,High Tension Road,Social Media,Low,Neutral
Help needed: Bahut traffic hai High Tension Road par. Authorities please take note.,traffic,Subhanpura,High Tension Road,WhatsApp,Medium,Negative
Alert: Contaminated water supply in RC Dutt Road. #Vadodara #VMC,water,Alkapuri,RC Dutt Road,Social Media,High,Negative
Alert: Accident ho gaya hai Alkapuri Club me. It's been a week.,accident,Alkapuri,Alkapuri Club,WhatsApp,High,Negative
Alert: Electric pole looking dangerous in Manjalpur. Calling municipal corporation.,electricity,Manjalpur,Manjalpur,Social Media,High,Negative
Help needed: Subhanpura is completely dark at night. Please resolve asap.,electricity,Subhanpura,Subhanpura,WhatsApp,High,Negative
Urgent: Strong winds blowing in Gorwa BIDC. Calling municipal corporation.,weather,Gorwa,Gorwa BIDC,WhatsApp,Low,Neutral
Action required: No water supply in Uma Char Rasta since morning. Very dangerous situation.,water,Waghodia Road,Uma Char Rasta,WhatsApp,High,Negative
"Action required: Andhera hai Sarabhai Compound me, lights fix karo. It's been a week.",electricity,Kala Ghoda,Sarabhai Compound,WhatsApp,Medium,Negative
Report: Electric pole looking dangerous in Vasna Bhayli Road. It's been a week.,electricity,Vasna Road,Vasna Bhayli Road,Social Media,High,Negative
Traffic signal not working at Khanderao Market crossroads.,traffic,Nyay Mandir,Khanderao Market,Official App,Medium,Negative
Action required: Yellow water coming from tap in Akota. It's been a week.,water,Akota,Akota,WhatsApp,Medium,Negative
No water supply in Tandalja Road since morning.,water,Vasna Road,Tandalja Road,Official App,High,Negative
Report: Thunderstorm expected in Alkapuri. Very dangerous situation.,weather,Alkapuri,Alkapuri,Social Media,Low,Neutral
Water pipeline leakage near Nyay Mandir.,water,Nyay Mandir,Nyay Mandir,Official App,Medium,Negative
Bike slipped due to oil spill near Nandesari GIDC.,accident,Nandesari,Nandesari GIDC,News Headline,High,Negative
Complaint: Garden maintenance needed in Tarsali. Very dangerous situation.,other,Tarsali,Tarsali,Social Media,Low,Negative
"Knee deep water in Harni Warasia Ring Road, please help.",flooding,Harni,Harni Warasia Ring Road,Official App,High,Negative
Heavy traffic congestion in Akota Stadium during peak hours.,traffic,Akota,Akota Stadium,Official App,Medium,Negative
Help needed: Kachra pada hai Uma Char Rasta road pe. Calling municipal corporation.,garbage,Waghodia Road,Uma Char Rasta,WhatsApp,Medium,Negative
Help needed: Vasna Bhayli Road is completely submerged. VMC please help.,flooding,Vasna Road,Vasna Bhayli Road,WhatsApp,High,Negative
Bahut traffic hai Fatehgunj par.,traffic,Fatehgunj,Fatehgunj,Official App,Medium,Negative
Unseasonal rain in Dairy Den Circle.,weather,Sayajigunj,Dairy Den Circle,Official App,Low,Neutral
Please check: No electricity in Kala Ghoda for 4 hours. #Vadodara #VMC,electricity,Kala Ghoda,Kala Ghoda,WhatsApp,Medium,Negative
Low pressure water in Narhari Hospital.,water,Fatehgunj,Narhari Hospital,Official App,Medium,Negative
Huge traffic jam at Sayajipura.,traffic,Ajwa Road,Sayajipura,Official App,Medium,Negative
Very unhygienic conditions in Chemical Zone vegetable market.,garbage,Nandesari,Chemical Zone,Official App,Medium,Negative
Cleaning not done in Makarpura society. Calling municipal corporation.,garbage,Makarpura,Makarpura,Social Media,Medium,Negative
Low pressure water in Waghodia Road.,water,Waghodia Road,Waghodia Road,Official App,Medium,Negative
Help needed: Kachra pada hai Makarpura road pe.,garbage,Makarpura,Makarpura,WhatsApp,Medium,Negative
Help needed: Cars parked illegally on Sama Pond road causing jam. Calling municipal corporation.,traffic,Sama,Sama Pond,Social Media,Medium,Negative
Report: Pile of trash blocking the footpath in High Tension Road. VMC please help.,garbage,Subhanpura,High Tension Road,WhatsApp,Medium,Negative
Drainage overflow causing water to unexpected levels in Kala Ghoda Circle.,flooding,Kala Ghoda,Kala Ghoda Circle,Official App,High,Negative
Cleaning not done in Novino Battery society.,garbage,Makarpura,Novino Battery,Official App,Medium,Negative
Report: Very unhygienic conditions in Vasna Road vegetable market. Very dangerous situation.,garbage,Vasna Road,Vasna Road,Social Media,High,Negative
Report: Stray animal menace in Susen Circle. It is very annoying.,other,Tarsali,Susen Circle,Social Media,Medium,Negative
Complaint: Kachra pada hai Nandesari GIDC road pe. Please resolve asap.,garbage,Nandesari,Nandesari GIDC,Social Media,Medium,Negative
Help needed: Blinkering street lights at Alkapuri crossroad. Authorities please take note.,electricity,Alkapuri,Alkapuri,Social Media,Medium,Negative
Contaminated water supply in Jubilee Baug.,water,Raopura,Jubilee Baug,News Headline,High,Negative
Heavy rain caused flooding near Industrial Area.,flooding,Nandesari,Industrial Area,Official App,High,Negative
Please check: Vishwamitri river water entering Kala Ghoda low lying areas. It is very annoying.,flooding,Kala Ghoda,Kala Ghoda,Social Media,High,Negative
Report: Illegal encroachment on footpath in ONGC Main Gate. It's been a week.,other,Tarsali,ONGC Main Gate,Social Media,Medium,Negative
Complaint: Cleaning not done in Dairy Den Circle society. VMC please help.,garbage,Sayajigunj,Dairy Den Circle,Social Media,Medium,Negative
Cleaning not done in Motnath Mahadev society.,garbage,Harni,Motnath Mahadev,News Headline,Medium,Negative
Thunderstorm expected in Harni.,weather,Harni,Harni,Official App,Low,Neutral
Help needed: Barish ka paani Manjalpur me bhar gaya hai. Calling municipal corporation.,flooding,Manjalpur,Manjalpur,Social Media,High,Negative
"Andhera hai Abhilasha Char Rasta me, lights fix karo. Authorities please take note.",electricity,Sama,Abhilasha Char Rasta,WhatsApp,Medium,Negative
Loudspeaker noise disturbing residents in Fatehgunj.,other,Fatehgunj,Fatehgunj,Official App,Low,Negative
Please check: Sweepers not coming to Nyay Mandir regularly. It is very annoying.,garbage,Nyay Mandir,Nyay Mandir,WhatsApp,Low,Negative
Heavy traffic congestion in Central Library during peak hours.,traffic,Mandvi,Central Library,Official App,Medium,Negative
Urgent: No electricity in Mental Hospital for 4 hours.,electricity,Karelibaug,Mental Hospital,WhatsApp,High,Negative
Please check: Heavy traffic congestion in Kala Ghoda Circle during peak hours. It is very annoying.,traffic,Kala Ghoda,Kala Ghoda Circle,WhatsApp,Medium,Negative
Urgent: Cars parked illegally on Nandesari road causing jam.,traffic,Nandesari,Nandesari,Social Media,High,Negative
Please check: Heavy rain caused flooding near Sama. It's been a week.,flooding,Sama,Sama,Social Media,High,Negative
"Urgent: Andhera hai ONGC Main Gate me, lights fix karo. VMC please help.",electricity,Tarsali,ONGC Main Gate,Social Media,High,Negative
Stray cattle blocking traffic at Parivar Char Rasta.,other,Waghodia Road,Parivar Char Rasta,Official App,Medium,Negative
Action required: Traffic signal not working at Sama crossroads. It's been a week.,traffic,Sama,Sama,WhatsApp,Medium,Negative
