text,category,location,source,urgency,sentiment
Report: Resurfacing needed for Karelibaug street. Authorities please take note.,Roads,Karelibaug,WhatsApp,Medium,Negative
"Action required: Nyay Mandir road is full of potholes, very dangerous for bikers. It's been a week.",Roads,Nyay Mandir,Social Media,Medium,Negative
Action required: Factory releasing black smoke near Raopura. It is very annoying.,Pollution,Raopura,WhatsApp,High,Negative
Action required: Water logging issue at Alkapuri circle.,Waterlogging,Alkapuri,WhatsApp,High,Negative
Action required: Vishwamitri river water entering Karelibaug low lying areas. It's been a week.,Waterlogging,Karelibaug,Social Media,High,Negative
Help needed: Gadde hi gadde hai Subhanpura ke road par. VMC please help.,Roads,Subhanpura,Social Media,Medium,Negative
Alert: No water supply in Nyay Mandir since morning. It's been a week.,Water Supply,Nyay Mandir,Social Media,High,Negative
 foul smell coming from garbage dump in Harni.,Sanitation,Harni,Official App,Medium,Negative
Nyay Mandir me bahut chemical ki badboo aa rahi hai.,Pollution,Nyay Mandir,Official App,High,Negative
Please check: Suffocating smell near Raopura GIDC. Authorities please take note.,Pollution,Raopura,Social Media,High,Negative
Help needed: Blinkering street lights at Alkapuri crossroad. Very dangerous situation.,Street Lights,Alkapuri,Social Media,Medium,Negative
Urgent: Dustbins are overflowing at Alkapuri. It is very annoying.,Sanitation,Alkapuri,Social Media,High,Negative
Urgent: Gorwa me bahut chemical ki badboo aa rahi hai.,Pollution,Gorwa,Social Media,High,Negative
Suffocating smell near Kala Ghoda GIDC. It is very annoying.,Pollution,Kala Ghoda,Social Media,High,Negative
Subhanpura is completely submerged.,Waterlogging,Subhanpura,News Headline,High,Negative
Complaint: Unfinished road work in Vasna Road causing dust. Very dangerous situation.,Roads,Vasna Road,Social Media,Medium,Negative
Tarsali is completely dark at night.,Street Lights,Tarsali,Official App,Medium,Negative
Action required: Stray cattle blocking traffic at Mandvi. Calling municipal corporation.,Stray Animals,Mandvi,Social Media,Medium,Negative
Alert: Cleaning not done in Sama society. VMC please help.,Sanitation,Sama,WhatsApp,Medium,Negative
Stray animal menace in Sayajigunj.,Stray Animals,Sayajigunj,Official App,Medium,Negative
Vishwamitri river water entering Sama low lying areas.,Waterlogging,Sama,Official App,High,Negative
Report: Unfinished road work in Makarpura causing dust. It is very annoying.,Roads,Makarpura,WhatsApp,Medium,Negative
"Action required: Knee deep water in Mandvi, please help. It's been a week.",Waterlogging,Mandvi,Social Media,High,Negative
Alert: Air quality is very bad in Karelibaug. Authorities please take note.,Pollution,Karelibaug,WhatsApp,High,Negative
 foul smell coming from garbage dump in Sama.,Sanitation,Sama,Official App,Medium,Negative
Blinkering street lights at Vasna Road crossroad.,Street Lights,Vasna Road,News Headline,Medium,Negative
Gadde hi gadde hai Harni ke road par.,Roads,Harni,Official App,Medium,Negative
Cows sitting in the middle of Kala Ghoda road.,Stray Animals,Kala Ghoda,Official App,Medium,Negative
Action required: Road surface is damaged at Subhanpura. It's been a week.,Roads,Subhanpura,Social Media,Medium,Negative
Contaminated water supply in Subhanpura.,Water Supply,Subhanpura,News Headline,High,Negative
Action required: Ajwa Road me bahut chemical ki badboo aa rahi hai.,Pollution,Ajwa Road,Social Media,High,Negative
Urgent: Unfinished road work in Ajwa Road causing dust. It's been a week.,Roads,Ajwa Road,Social Media,High,Negative
Cows sitting in the middle of Gotri road.,Stray Animals,Gotri,Official App,Medium,Negative
Action required: Too many stray dogs in Makarpura attacking people. VMC please help.,Stray Animals,Makarpura,Social Media,Medium,Negative
"Report: Knee deep water in Vasna Road, please help. It is very annoying.",Waterlogging,Vasna Road,WhatsApp,High,Negative
Action required: Cleaning not done in Subhanpura society. It is very annoying.,Sanitation,Subhanpura,WhatsApp,Medium,Negative
Huge potholes in Nandesari main road.,Roads,Nandesari,Official App,Medium,Negative
Air quality is very bad in Nyay Mandir.,Pollution,Nyay Mandir,Official App,High,Negative
Water is not draining in Manjalpur. Authorities please take note.,Waterlogging,Manjalpur,Social Media,High,Negative
Contaminated water supply in Akota.,Water Supply,Akota,Official App,High,Negative
Vasna Road is completely dark at night.,Street Lights,Vasna Road,News Headline,Medium,Negative
Vishwamitri river water entering Gotri low lying areas.,Waterlogging,Gotri,Official App,High,Negative
Help needed: Resurfacing needed for Kala Ghoda street. Authorities please take note.,Roads,Kala Ghoda,Social Media,Medium,Negative
Complaint: Stray animal menace in Sayajigunj. Authorities please take note.,Stray Animals,Sayajigunj,Social Media,Medium,Negative
Please check: Karelibaug is completely submerged. Calling municipal corporation.,Waterlogging,Karelibaug,Social Media,High,Negative
Please check: Street lights not working in Vasna Road. Calling municipal corporation.,Street Lights,Vasna Road,Social Media,Medium,Negative
Terrible chemical smell in Sama at night.,Pollution,Sama,News Headline,High,Negative
Huge potholes in Alkapuri main road. #Vadodara #VMC,Roads,Alkapuri,WhatsApp,Medium,Negative
Report: No water supply in Subhanpura since morning. Please resolve asap.,Water Supply,Subhanpura,Social Media,High,Negative
Action required: Heavy rain caused flooding near Akota. Please resolve asap.,Waterlogging,Akota,Social Media,High,Negative
Report: Eyes burning due to smoke in Vasna Road.,Pollution,Vasna Road,Social Media,High,Negative
Dustbins are overflowing at Gotri.,Sanitation,Gotri,Official App,Medium,Negative
"Report: Waghodia Road road is full of potholes, very dangerous for bikers. VMC please help.",Roads,Waghodia Road,WhatsApp,Medium,Negative
Please check: Dust pollution is unbearable in Nandesari. VMC please help.,Pollution,Nandesari,Social Media,High,Negative
Urgent: Suffocating smell near Sayajigunj GIDC. It is very annoying.,Pollution,Sayajigunj,Social Media,High,Negative
Help needed: Suffocating smell near Fatehgunj GIDC. VMC please help.,Pollution,Fatehgunj,WhatsApp,High,Negative
Alert: Vishwamitri river water entering Vasna Road low lying areas. #Vadodara #VMC,Waterlogging,Vasna Road,WhatsApp,High,Negative
Complaint: Blinkering street lights at Nandesari crossroad. It is very annoying.,Street Lights,Nandesari,WhatsApp,Medium,Negative
Kachra pada hai Manjalpur main road pe. It is very annoying.,Sanitation,Manjalpur,Social Media,Medium,Negative
Help needed: Street lights not working in Raopura. #Vadodara #VMC,Street Lights,Raopura,Social Media,Medium,Negative
Action required: Barish ka paani Fatehgunj me bhar gaya hai.,Waterlogging,Fatehgunj,Social Media,High,Negative
Dead animal near Alkapuri needs removal.,Sanitation,Alkapuri,Official App,Medium,Negative
Alkapuri is completely dark at night. Calling municipal corporation.,Street Lights,Alkapuri,WhatsApp,Medium,Negative
Alert: Kachra pada hai Waghodia Road main road pe. Very dangerous situation.,Sanitation,Waghodia Road,Social Media,Medium,Negative
Urgent: Waterlogging near Gorwa is causing huge traffic jams. VMC please help.,Waterlogging,Gorwa,WhatsApp,High,Negative
Vishwamitri river water entering Tarsali low lying areas.,Waterlogging,Tarsali,News Headline,High,Negative
"Alert: Nyay Mandir road is full of potholes, very dangerous for bikers. Calling municipal corporation.",Roads,Nyay Mandir,WhatsApp,Medium,Negative
Urgent: Drainage overflow causing water to unexpected levels in Kala Ghoda.,Waterlogging,Kala Ghoda,Social Media,High,Negative
Alert: Yellow water coming from tap in Raopura. Very dangerous situation.,Water Supply,Raopura,Social Media,High,Negative
Stray animal menace in Vasna Road.,Stray Animals,Vasna Road,Official App,Medium,Negative
Stray animal menace in Alkapuri.,Stray Animals,Alkapuri,Official App,Medium,Negative
Please check: Yellow water coming from tap in Nandesari. Authorities please take note.,Water Supply,Nandesari,WhatsApp,High,Negative
Dustbins are overflowing at Sama. VMC please help.,Sanitation,Sama,Social Media,Medium,Negative
Complaint: Low pressure water in Nandesari. #Vadodara #VMC,Water Supply,Nandesari,Social Media,High,Negative
Alert: No water supply in Manjalpur since morning. Please resolve asap.,Water Supply,Manjalpur,WhatsApp,High,Negative
Urgent: Too many stray dogs in Nandesari attacking people. VMC please help.,Stray Animals,Nandesari,WhatsApp,High,Negative
Alert: Yellow water coming from tap in Kala Ghoda. Very dangerous situation.,Water Supply,Kala Ghoda,WhatsApp,High,Negative
Action required: Blinkering street lights at Akota crossroad. Authorities please take note.,Street Lights,Akota,Social Media,Medium,Negative
Alert: Very unhygienic conditions in Sayajigunj vegetable market. Please resolve asap.,Sanitation,Sayajigunj,Social Media,Medium,Negative
Action required: Street lights not working in Tarsali. VMC please help.,Street Lights,Tarsali,Social Media,Medium,Negative
Urgent: Kachra pada hai Manjalpur main road pe. VMC please help.,Sanitation,Manjalpur,Social Media,High,Negative
Resurfacing needed for Karelibaug street. Very dangerous situation.,Roads,Karelibaug,Social Media,Medium,Negative
Alert: Cows sitting in the middle of Subhanpura road. It's been a week.,Stray Animals,Subhanpura,Social Media,Medium,Negative
Urgent: No water supply in Subhanpura since morning.,Water Supply,Subhanpura,WhatsApp,High,Negative
Stray animal menace in Sayajigunj. Please resolve asap.,Stray Animals,Sayajigunj,WhatsApp,Medium,Negative
"Complaint: Andhera hai Fatehgunj me, lights fix karo. Calling municipal corporation.",Street Lights,Fatehgunj,Social Media,Medium,Negative
Blinkering street lights at Waghodia Road crossroad.,Street Lights,Waghodia Road,Official App,Medium,Negative
Yellow water coming from tap in Raopura.,Water Supply,Raopura,Official App,High,Negative
Please check: Cleaning not done in Vasna Road society. Please resolve asap.,Sanitation,Vasna Road,WhatsApp,Medium,Negative
"Vasna Road road is full of potholes, very dangerous for bikers.",Roads,Vasna Road,Official App,Medium,Negative
Please check: Dustbins are overflowing at Makarpura. Calling municipal corporation.,Sanitation,Makarpura,WhatsApp,Medium,Negative
Please check: Garbage not collected in Waghodia Road for 3 days. Calling municipal corporation.,Sanitation,Waghodia Road,WhatsApp,Medium,Negative
Waterlogging near Gotri is causing huge traffic jams.,Waterlogging,Gotri,Official App,High,Negative
Complaint: Street lights not working in Fatehgunj.,Street Lights,Fatehgunj,WhatsApp,Medium,Negative
Alert: Harni me bahut chemical ki badboo aa rahi hai. Very dangerous situation.,Pollution,Harni,Social Media,High,Negative
Help needed: Stray cattle blocking traffic at Ajwa Road. Very dangerous situation.,Stray Animals,Ajwa Road,WhatsApp,Medium,Negative
Alert: Water is not draining in Harni. It is very annoying.,Waterlogging,Harni,WhatsApp,High,Negative
Factory releasing black smoke near Gorwa. VMC please help.,Pollution,Gorwa,Social Media,High,Negative
Action required: Vishwamitri river water entering Gotri low lying areas. Very dangerous situation.,Waterlogging,Gotri,WhatsApp,High,Negative
Urgent: Too many stray dogs in Alkapuri attacking people. Authorities please take note.,Stray Animals,Alkapuri,WhatsApp,High,Negative
Action required: Yellow water coming from tap in Waghodia Road. #Vadodara #VMC,Water Supply,Waghodia Road,WhatsApp,High,Negative
Urgent: Road surface is damaged at Ajwa Road. Very dangerous situation.,Roads,Ajwa Road,WhatsApp,High,Negative
Action required: Factory releasing black smoke near Sayajigunj. Please resolve asap.,Pollution,Sayajigunj,WhatsApp,High,Negative
Complaint: Stray animal menace in Harni. Please resolve asap.,Stray Animals,Harni,WhatsApp,Medium,Negative
"Please check: Andhera hai Mandvi me, lights fix karo. It is very annoying.",Street Lights,Mandvi,WhatsApp,Medium,Negative
Low pressure water in Akota.,Water Supply,Akota,Official App,High,Negative
Report: Very unhygienic conditions in Karelibaug vegetable market. It's been a week.,Sanitation,Karelibaug,Social Media,Medium,Negative
Karelibaug me bahut chemical ki badboo aa rahi hai.,Pollution,Karelibaug,Social Media,High,Negative
Urgent: Dust pollution is unbearable in Akota. It is very annoying.,Pollution,Akota,Social Media,High,Negative
"Raopura road is full of potholes, very dangerous for bikers.",Roads,Raopura,News Headline,Medium,Negative
Report: Yellow water coming from tap in Manjalpur. Please resolve asap.,Water Supply,Manjalpur,WhatsApp,High,Negative
Report: Gadde hi gadde hai Gotri ke road par. #Vadodara #VMC,Roads,Gotri,Social Media,Medium,Negative
Report: Contaminated water supply in Waghodia Road. It's been a week.,Water Supply,Waghodia Road,WhatsApp,High,Negative
Blinkering street lights at Ajwa Road crossroad.,Street Lights,Ajwa Road,Official App,Medium,Negative
Urgent: Street lights not working in Fatehgunj. #Vadodara #VMC,Street Lights,Fatehgunj,WhatsApp,High,Negative
Nandesari is completely dark at night.,Street Lights,Nandesari,News Headline,Medium,Negative
Please check: Very unhygienic conditions in Nandesari vegetable market. #Vadodara #VMC,Sanitation,Nandesari,WhatsApp,Medium,Negative
Alert: Water is not draining in Ajwa Road. It is very annoying.,Waterlogging,Ajwa Road,Social Media,High,Negative
Alert: Stray animal menace in Fatehgunj. #Vadodara #VMC,Stray Animals,Fatehgunj,WhatsApp,Medium,Negative
Alert: Too many stray dogs in Kala Ghoda attacking people. VMC please help.,Stray Animals,Kala Ghoda,WhatsApp,Medium,Negative
Cleaning not done in Akota society.,Sanitation,Akota,Official App,Medium,Negative
Report: Nandesari me bahut chemical ki badboo aa rahi hai. #Vadodara #VMC,Pollution,Nandesari,WhatsApp,High,Negative
Complaint: Stray animal menace in Gorwa. Very dangerous situation.,Stray Animals,Gorwa,WhatsApp,Medium,Negative
Alert: Ganda paani aa raha hai Akota me. It's been a week.,Water Supply,Akota,WhatsApp,High,Negative
Complaint: Dead animal near Akota needs removal. VMC please help.,Sanitation,Akota,Social Media,Medium,Negative
Action required: Street lights not working in Kala Ghoda. Please resolve asap.,Street Lights,Kala Ghoda,WhatsApp,Medium,Negative
Please check: Low pressure water in Mandvi. It's been a week.,Water Supply,Mandvi,Social Media,High,Negative
Alert: Barish ka paani Alkapuri me bhar gaya hai. It's been a week.,Waterlogging,Alkapuri,WhatsApp,High,Negative
Help needed: Air quality is very bad in Makarpura. #Vadodara #VMC,Pollution,Makarpura,WhatsApp,High,Negative
Report: Manjalpur me bahut chemical ki badboo aa rahi hai. It's been a week.,Pollution,Manjalpur,Social Media,High,Negative
"Help needed: Knee deep water in Akota, please help. Very dangerous situation.",Waterlogging,Akota,Social Media,High,Negative
